,Unnamed: 0,Name,Genre,Category,Release_Date,Price (in $),Owners,Followers,Developers,Publishers
1875,2347,Mega city void,"Adventure, Casual"," Single-player, Family Sharing",2021-12-01,1.09,"20,000 - 50,000",28,wow wow Games,wow wow Games 
1876,2348,Helicopter simulator 2020,"Sports, Strategy"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-04-22,9.99,"0 - 20,000",299,Technologies&Simulators,Technologies&Simulators
1877,2350,Wavy trip,"Casual, Indie"," Single-player, Family Sharing",2021-09-07,0.99,"0 - 20,000",25,beans rolls,beans rolls
1878,2351,Plumber 3,"Casual, Indie"," Single-player, Family Sharing",2021-09-10,7.99,"0 - 20,000",13,anyfreegame,anyfreegame
1879,2352,Temple with traps,"RPG, Strategy"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",2021-09-06,19.99,"0 - 20,000",45,Hede Games,Hede Games
1880,2353,上班摸鱼模拟器 - lazy at work,"Simulation, Early Access"," Single-player, Family Sharing",2021-12-24,5.99,"0 - 20,000",53,Welike,Welike
1881,2354,Discord bot workshop early access,"Utilities, Game Development", ,2021-09-22,7.99,"0 - 20,000",146,Discord Bot Workshop,Discord Bot Workshop
1882,2356,便利商店\u202a6,"Fr, Simulation"," Single-player, Family Sharing",2021-06-14,12.99,"0 - 20,000",162,West Dos (HK) LTD.,West Dos (HK) LTD.
1883,2357,Endless zombie weekend,"Fr, Action"," Single-player, Family Sharing",2021-12-21,1.09,"0 - 20,000",31,Neki4 Electronics,Neki4 Electronics
1884,2358,Model building restoration,"Simulation, Sports"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",2021-05-31,19.99,"0 - 20,000",71,Hede,Hede
1885,2359,Draco dux,"Indie, Early Access"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-04-30,11.99,"0 - 20,000",167,Szymon Sikora,Szymon Sikora (Dragon Snack Productions)
1886,2360,Bombgears,"Strategy, in Early Access"," Single-player, Multi-player, PvP, Online PvP, Full controller support, Family Sharing",,4.99,"0 - 20,000",24,Flipt,Takain
1887,2361,The truck game,"Fr, Indie"," Single-player, Family Sharing",2021-11-26,6.99,"0 - 20,000",22,Mike Badillo,Jim Gray
1888,2362,Exploding babies,"Casual, Indie"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing",2021-10-27,11.99,"0 - 20,000",56,Nutfarm Games,パラダイムシフト
1889,2363,Transcender starship,"Action, in Early Access"," Single-player, Family Sharing",,19.99,"0 - 20,000",36,Aneel Pandey,Aneel Pandey
1890,2364,Dino lost,"RPG, in Early Access"," Single-player, Family Sharing",,4.99,"0 - 20,000",54,Supernova Game Studio,Supernova Game Studio
1891,2365,Jade's ascension,"Casual, Indie"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",2021-03-10,11.99,"0 - 20,000",40,Papas con Mojo Games,Papas con Mojo Games
1892,2366,Swiss knife,"Indie, in Early Access"," Single-player, Steam Achievements, Family Sharing",,4.99,"0 - 20,000",21,Norman Collonville,Norman Collonville
1893,2367,Occultus command,"Adventure, Indie"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Partial Controller Support, Family Sharing",2021-01-13,3.99,"0 - 20,000",60,Cuco Code LLC,Cuco Code LLC
1894,2368,Project ara - crucible,"Indie, in Early Access", ,,4.99,"0 - 20,000",23,Camptotheca Inc.,Camptotheca Inc.
1895,2369,Skeleton vs zombies,"Casual, Indie"," Single-player, Family Sharing",2021-08-19,4.99,"0 - 20,000",16,G2,G2
1896,2370,Bowmen,"RPG, Early Access"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",2021-01-06,0.99,"20,000 - 50,000",23,Ethereal Gem,LLC
1897,2371,Chicaro dentistry,"Fr, Simulation"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-06-29,1.99,"0 - 20,000",42,Graction,Graction
1898,2372,Heim,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-12-03,9.59,"0 - 20,000",111,Tom Ryckeboer,Tom Ryckeboer
1899,2373,Arcsaber vr,"Indie, in Early Access"," Single-player, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",,0.99,"0 - 20,000",27,BB Games,BB Games
1900,2374,Anicon - animal complex - rabbit's path,"Indie, Simulation"," Single-player, Family Sharing",2021-10-28,7.99,"0 - 20,000",145,Zeiva Inc,Zeiva Inc
1901,2375,Encycle,"Indie, in Early Access"," Single-player, Family Sharing",,1.99,"0 - 20,000",19,Inverse Ontology,Avaris AS
1902,2376,Mind over melee radio,"Racing, Simulation"," Single-player, Steam Achievements, Partial Controller Support, Stats, Family Sharing",2021-03-05,9.99,"0 - 20,000",16,Mind Over Melee,Hyperfocus
1903,2377,Omg - one more goal!,"Indie, in Early Access"," Single-player, Steam Leaderboards, Family Sharing",,2.99,"0 - 20,000",22,Blue Aura Games,Blue Aura Games
1904,2378,Dichotomy,"Indie, Massively Multiplayer"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing",2021-08-02,10.99,"0 - 20,000",79,RedStarGames,RedStarGames
1905,2379,Alpha centauri space force,"Fr, Indie"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-04-08,2.49,"0 - 20,000",64,ocasocreations,ocasocreations
1906,2380,Isle of the crown,"Strategy, Early Access"," Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing",2021-02-10,2.99,"0 - 20,000",101,Devious Oatmeal,Devious Oatmeal
1907,2381,Down the river,"Sports, in Early Access"," Single-player, Partial Controller Support, Family Sharing",,4.99,"0 - 20,000",68,Heye Everts,Heye Everts
1908,2382,Kojou,"RPG, Early Access"," Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",2021-02-28,3.99,"0 - 20,000",70,Acureus,Acureus
1909,2383,Wacky wizarding dungeon,"Indie, in Early Access"," Single-player, Family Sharing",,5.99,"0 - 20,000",20,Corn,Shoe&CO
1910,2384,False dichotomy,"Casual, Indie"," Single-player, Full controller support, Family Sharing",2021-08-30,2.99,"0 - 20,000",17,Melchizedek Todd,Weapon Press
