Name,Genre,Category,Release_Date,Price (in $),Followers,Developers,Publishers,Ownership_Midpoint
Explorer of yggdrasil,"Indie, RPG"," Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",2021-03-12,19.99,"4,105",Black Train,Kagura Games,75000.0
Four color jump,"Casual, in Early Access"," Single-player, Family Sharing",,1.99,"1,579",No.25,No.25,10000.0
Rune knights,"RPG, Early Access"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards",2021-06-01,19.99,"2,657",Aeromir,Aeromir,10000.0
Mido and di,"Action, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-11-23,3.99,438,Dogan Dipcin,Alper Gonen,150000.0
Vojo,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-04-23,0.99,163,OpalA dev,OpalA,10000.0
Yuuyuu jiteki no yuukarin,"Fr, Action"," Single-player, Partial Controller Support, Family Sharing",2021-09-03,15.99,"1,157",NUU,NUU,10000.0
Witchtastic,"Indie, Simulation"," Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",2021-10-26,17.99,"1,635",Red Fur Games,Application Systems Heidelberg,10000.0
Tower of waifus,"RPG, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-04-09,1.39,"3,398",Galart,Galart,75000.0
Vertical slice: a game dev story,"Simulation, Strategy"," Single-player, Family Sharing",2021-06-24,9.99,"1,257",DarkKnight,2P Games,10000.0
Love in the distance,"Fr, Indie"," Single-player, Family Sharing",2021-02-04,2.49,"1,062",Level-Buster Studio,Level-Buster Studio,35000.0
Space scavenger,"Indie, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,12.99,"2,005",Red Cabin Games,Red Cabin Games,75000.0
Aspire: ina's tale,"Casual, Indie"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-12-17,12.99,"1,402",Wondernaut Studio,Untold Tales,10000.0
Love fantasy,"RPG, Simulation"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-03-06,1.99,"3,001",Mature Games,Mature Games,35000.0
Exodus borealis,"Strategy, in Early Access"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",,19.99,"2,365",Smug Marmot Studios,Smug Marmot Studios,10000.0
Ships at war,"Strategy, Early Access"," Single-player, Family Sharing",2021-08-05,14.99,"2,492",Golddorf Spieleentwicklung,Golddorf Spieleentwicklung,10000.0
Behind glass: aquarium simulator,"Simulation, Early Access"," Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",2021-08-25,9.99,"1,293",BitBros Inc,BitBros Inc,10000.0
Blood card 2: dark mist,"Strategy, in Early Access"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,14.99,912,Pixel Cattle Games,Pixel Cattle Games,10000.0
Monster jam steel titans 2,"Racing, Sports"," Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",2021-03-02,29.99,"1,963",Rainbow Studios,THQ Nordic,35000.0
Atelier firis: the alchemist and the mysterious journey dx,"Fr, RPG"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-04-21,39.99,"4,136",KOEI TECMO GAMES CO.,LTD.,75000.0
Gaia project,"Indie, Strategy"," Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Turn Notifications, Remote Play Together, Family Sharing",2021-05-31,24.99,"1,549",DIGIDICED,DIGIDICED,35000.0
Ronin: two souls chapter 1,"RPG, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Commentary available, Remote Play Together, Family Sharing",,9.9,"2,673",M11 Studio,M11 Studio,75000.0
Remains,"Simulation, Early Access"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-06-08,5.99,"5,930",SoloQ,SoloQ,75000.0
Ghost in the pool,"Indie, in Early Access"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",,3.99,780,CASCHA GAMES,CASCHA GAMES,75000.0
Dude simulator 4,"Racing, Simulation"," Single-player, Steam Trading Cards, Family Sharing",2021-02-03,0.69,447,Kiddy,Kiddy,10000.0
Inspector waffles,"Adventure, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-03-23,12.99,"1,324",Goloso Games,Goloso Games,10000.0
Rescue operation,"Adventure, Indie"," Single-player, Steam Achievements, Family Sharing",2021-04-21,3.99,294,Laush Dmitriy Sergeevich,Laush Studio,10000.0
Yugo puzzle,"Fr, Indie"," Single-player, Family Sharing",2021-10-14,5.99,490,Qrostar,Qrostar,10000.0
Stellar warfare,"Strategy, Early Access"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Family Sharing",2021-08-04,19.99,"11,502",Tense Games,Tense Games,35000.0
Between time: escape room,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",2021-09-15,9.99,"1,012",mc2games,mc2games,35000.0
Paint drying simulator,"Fr, Simulation"," Single-player, Family Sharing",2021-07-13,0.99,120,J Andres Flores,J Andres Flores,10000.0
Everslaught,"RPG, Early Access"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-07-31,19.99,"2,510",MobX GmbH,MobX GmbH,75000.0
Xuan-yuan sword: dance of the maple leaves,"Fr, RPG"," Single-player, Steam Cloud, Family Sharing",2021-02-07,4.99,"1,263",方块游戏(CubeGame),SOFTSTAR ENTERTAINMENT,75000.0
Simple fish adventure,"Indie, Simulation"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Family Sharing",2021-08-06,3.99,401,LostVolBytes,LostVolBytes,10000.0
Shokuo shoujo,"Simulation, Strategy"," Single-player, Steam Trading Cards, Family Sharing",2021-01-07,12.99,"4,515",BBQ大好き,BBQ大好き,10000.0
Purrfect apawcalypse: purrgatory furever,"Indie, RPG"," Single-player, Steam Achievements, Family Sharing",2021-04-01,5.99,576,Andy Schneider,90% Studios,10000.0
Shop tycoon: prepare your wallet,"Simulation, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2021-08-25,0.83,689,Airem,Airem,35000.0
Последний день в урюпинске,"RPG, Simulation"," Single-player, Family Sharing",2021-12-24,1.99,475,Guilty Pleasure Games,Guilty Pleasure Games,10000.0
Ultimate adom - caverns of chaos,"Strategy, in Early Access"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,19.99,"4,441",Assemble Entertainment,WhisperGames,75000.0
Meridian 157: chapter 3,"Adventure, Casual"," Single-player, Family Sharing",2021-07-29,3.99,447,NovaSoft Interactive Ltd.,NovaSoft Interactive Ltd.,35000.0
Guilty parade,"Fr, Adventure"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",2021-01-06,6.99,"1,438",Nozori Games,Nozori Games,10000.0
Barro 22,"Indie, Racing"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",2021-11-05,0.99,271,SC Jogos,SC Jogos,35000.0
Maskmaker,"Fr, Adventure"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",2021-04-20,19.99,"1,173",InnerspaceVR,Vertigo Games,150000.0
风起长安：驭骨人,"Indie, RPG"," Single-player, Steam Achievements, Family Sharing",2021-12-30,13.99,"1,988",轻梨工作室,咕咕工作室,10000.0
Crimzon clover world explosion,"Action, Indie"," Single-player, Multi-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",2021-12-06,19.99,"1,377",Adventure Planning Service,KOMODO,10000.0
Vampire: the masquerade — parliament of knives,"Indie, RPG"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-10-28,11.99,"1,810",Choice of Games,Choice of Games,10000.0
Autochess of gensokyo,"Strategy, Early Access"," Single-player, Multi-player, MMO, PvP, Online PvP, Family Sharing",2021-08-28,15.99,"1,117",MyACG Studio,MyACG Studio,10000.0
Iblis,"Indie, Simulation"," Single-player, Family Sharing",2021-04-16,9.99,"1,048",Bulut ULU,FND GAME,75000.0
Atelier lydie & suelle: the alchemists and the mysterious paintings dx,"Fr, RPG"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-04-21,39.99,"4,201",KOEI TECMO GAMES CO.,LTD.,35000.0
Conway: disappearance at dahlia view,"Fr, Adventure"," Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing",2021-11-02,29.99,"3,179",White Paper Games,White Paper Games,10000.0
Start again: a prologue,"Indie, RPG"," Single-player, Partial Controller Support, Family Sharing",2021-08-18,10.99,982,insertdisc5,insertdisc5,150000.0
Almighty: kill your gods,"RPG, Early Access"," Single-player, Multi-player, Co-op, Online Co-op, Family Sharing",2021-05-05,24.99,"8,265",RUNWILD Entertainment,Versus Evil,35000.0
Traditional chinese medicine simulator,"Strategy, Early Access"," Single-player, Multi-player, PvP, Online PvP, Family Sharing",2021-07-28,14.99,"7,539",曲波,曲波,10000.0
Renai karichaimashita: koikari - love for hire,"Fr, Casual"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-10-22,29.99,"3,125",ASa Project,NekoNyan Ltd.,10000.0
Lelie navigation!,"Indie, RPG"," Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",2021-12-03,14.99,"2,585",Atelier Choice,Kagura Games,35000.0
Invitation to fear,"Action, Indie"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",2021-11-24,4.99,"2,667",CHEST BOX,CHEST BOX,150000.0
Rule no. 1,"Indie, in Early Access"," Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",,3.99,946,Walk Without Rhythm Games,Walk Without Rhythm Games,35000.0
Grim realms,"Strategy, Early Access"," Single-player, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing",2021-10-12,14.99,"2,883",Edym Pixels,Edym Pixels,10000.0
Amelie,"Indie, Simulation"," Single-player, Family Sharing",2021-12-15,3.99,984,Two and a Half Studios,Two and a Half Studios,10000.0
Mayhem in single valley,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-05-20,2.99,"3,607",Fluxscopic Ltd.,tinyBuild,350000.0
Crisis brigade 2 reloaded,"Casual, Indie"," Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",2021-11-11,19.99,"2,219",Sumalab,Sumalab,10000.0
Reactor tech²,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",2021-08-31,14.99,"3,952",4Co,KuKusFs Production,75000.0
Love flute,"Casual, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",2021-10-01,9.99,561,TALESSHOP Co.,Ltd.,35000.0
Night reverie,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",2021-10-08,9.99,"1,814",Somber Pixel,indienova,10000.0
Neptunia virtual stars,"Adventure, RPG"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",2021-03-29,39.99,"4,383",Compile Heart,Idea Factory International,35000.0
The elder scrolls online - blackwood,"Massively Multiplayer, RPG"," Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, Captions available, In-App Purchases, Partial Controller Support, Family Sharing",2021-06-01,59.99,0,Zenimax Online Studios,Bethesda Softworks,10000.0
Next space rebels,"Indie, Simulation"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",2021-11-17,19.99,"1,827",Studio Floris Kaayk,Humble Games,35000.0
I'a i'a cofflhu fhtagnyaa,"Indie, RPG"," Single-player, Steam Trading Cards, Family Sharing",2021-01-04,3.49,"1,996",lamb of game,lamb of game,75000.0
Stuffed,"Indie, Early Access"," Single-player, Multi-player, Co-op, Online Co-op, Partial Controller Support, Family Sharing",2021-12-09,6.49,"3,082",Waving Bear Studio, TheGamePublisher.com,10000.0
Saimin gakushū: secret desire,"Fr, Adventure"," Single-player, Steam Cloud, Family Sharing",2021-11-04,19.99,"8,075",Dark One!,Shiravune,10000.0
Iron rebellion,"Indie, Early Access"," Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Tracked Controller Support, VR Only, Family Sharing",2021-11-09,14.99,"6,803",Black Beach Studio,Black Beach Studio,75000.0
Alek - the lost kingdom,"Strategy, Early Access"," Single-player, Full controller support, Family Sharing",2021-03-26,19.99,"4,422",Jessy Lemieux,Blackmyers Studio,10000.0
Lingo,"Adventure, Indie"," Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",2021-12-12,9.99,235,Brenton Wildes,Brenton Wildes,10000.0
Monster harvest,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-08-31,16.99,"6,471",Maple Powered Games,Merge Games,35000.0
Vengeful rites,"RPG, in Early Access"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",,19.99,"1,206",Deep Dive Interactive,Deep Dive Interactive,10000.0
The captain,"Adventure, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",2021-12-03,19.99,"4,144",Tomorrow Corporation,Flyhigh Works,150000.0
Rising hell,"Action, Indie"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-05-19,4.99,"4,179",Toge Productions,Neon Doctrine,35000.0
Snow-swept quest,"Indie, RPG"," Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",2021-04-30,9.99,"2,158",potato-life,Kagura Games,35000.0
Candy disaster - tower defense,"Strategy, in Early Access"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,13.99,"2,208",Erabit,Cyberisle Inc.,10000.0
First class escape: the train of thought,"Casual, Indie"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",2021-09-17,6.99,"1,242",0 Deer Soft,0 Deer Soft Partnership,35000.0
Taisho x alice episode 3,"Fr, Adventure"," Single-player, Steam Achievements, Family Sharing",2021-03-03,16.99,"1,094",Primula,pencil,35000.0
The legend of heroes: sen no kiseki ii kai -the erebonian civil war-,"Casual, RPG"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-02-24,34.99,"2,722",Nihon Falcom,Clouded Leopard Entertainment,10000.0
Project nightmares case 36: henrietta kedward,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Stats, Family Sharing",2021-09-29,19.99,0,NC Studio,NC Studio,10000.0
Balan wonderworld,"Fr, Action"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",2021-03-26,39.99,"7,043",ARZEST Corp.,Square Enix,35000.0
Himno - the silent melody,"RPG, Early Access"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing",2021-10-20,11.99,"9,488",GrabTheGames,UpgradePoint,35000.0
Märchen forest,"Indie, RPG"," Single-player, Full controller support, Steam Trading Cards, Family Sharing",2021-01-27,34.99,"3,960",PrimaryOrbit,Clouded Leopard Entertainment,10000.0
Fossil corner,"Indie, Simulation"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-06-12,9.99,662,Brady Soglin,Brady Soglin,10000.0
Steel assault,"Fr, Action"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-09-28,14.99,"4,714",Zenovia Interactive,Tribute Games Inc.,35000.0
Puff town,"Indie, Strategy"," Single-player, Steam Achievements, Steam Cloud",2021-09-29,1.99,"2,150",Cartoon Game,Cartoon Game,10000.0
Chased by darkness,"Action, Indie"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",2021-06-01,4.99,"1,470",South Blue Moon,South Blue Moon,35000.0
Potentia,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing",2021-02-11,9.99,"5,295",Wily Pumpkin,Wily Pumpkin,10000.0
The doors of trithius,"Strategy, Early Access"," Single-player, Family Sharing",2021-08-15,14.99,"2,722",Jake Donkersgoed,Jake Donkersgoed,10000.0
