,Name,developers_publishers,genre,category,release_date,price,owners,followers,playtime_total
97,['grow: song of the evertree'],"['Prideful Sloth', '505 Games']","['Adventure', 'Casual']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Nov 16, 2021",$24.99,"100,000 .. 200,000","17,936",06:15 (average) 11:12 (median)
98,['roguebook'],"['Abrakam Entertainment SA', 'Nacon']","['RPG', 'Strategy']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jun 17, 2021",$7.49,"200,000 .. 500,000","15,127",06:43 (average) 10:23 (median)
99,"[""let's build a zoo""]","['Springloaded', 'No More Robots']","['Simulation', 'Strategy']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Nov 5, 2021",$19.99,"200,000 .. 500,000","21,120",13:52 (average) 19:43 (median)
100,['wytchwood'],"['Alientrap', 'Alientrap']","['Indie', 'RPG']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Dec 9, 2021",$19.99,"200,000 .. 500,000","16,656",02:24 (average) 02:48 (median)
101,['lost in random'],"['Thunderful', 'Electronic Arts']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards","Sep 10, 2021",$29.99,"200,000 .. 500,000","19,625",05:57 (average) 07:31 (median)
102,['scarlet nexus'],"['BANDAI NAMCO Studios Inc.', 'BANDAI NAMCO Entertainment']","['Adventure', 'RPG']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jun 24, 2021",$59.99,"500,000 .. 1,000,000","112,714",20:44 (average) 23:57 (median)
103,['gtfo'],"['10 Chambers', '10 Chambers']","['Action', 'in Early Access']"," Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","Dec 9, 2021 (previously",$39.99,"1,000,000 .. 2,000,000","290,279",26:39 (average) 08:04 (median)
104,['sarawak'],"['Cowleyfornia Studios', 'Cowleyfornia Studios ']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Jan 27, 2021",$4.99,"20,000 .. 50,000",198,
105,['song in the smoke'],"['17-BIT', '17-BIT']","['Adventure', 'Simulation']"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing","Dec 16, 2021",$29.99,"0 .. 20,000","1,155",
106,"[""clan o'conall and the crown of the stag""]","['HitGrab', 'HitGrab']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Apr 27, 2021",$7.99,"20,000 .. 50,000",970,
107,['sunblaze'],"['Bonus Stage Publishing', 'Leoful']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Captions available, Family Sharing","Jun 3, 2021",$14.99,"0 .. 20,000","1,543",01:23 (average) 01:25 (median)
108,['altdeus: beyond chronos'],"['MyDearest Inc.', 'MyDearest Inc.']","['Fr', 'Adventure']"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing","Feb 18, 2021",$29.99,"20,000 .. 50,000","2,325",
109,['sumire'],"['GameTomo Team', 'GameTomo Co., Ltd.']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","May 26, 2021",$5.99,"20,000 .. 50,000","2,518",
110,['imagine earth'],"['Serious Bros.', 'Serious Bros.']","['Strategy', 'in Early Access']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing","May 25, 2021 (previously",$24.99,"50,000 .. 100,000",0,20:31 (average) 37:37 (median)
111,['unbound: worlds apart'],"['Alien Pixel Studios', 'Alien Pixel Studios']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","Jul 28, 2021",$19.99,"50,000 .. 100,000","8,316",03:19 (average) 03:19 (median)
112,['aeon drive'],"['2Awesome Studio', 'CRITICAL REFLEX']","['Adventure', 'Indie']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play Together","Sep 30, 2021",$14.99,"0 .. 20,000","2,039",00:26 (average) 00:26 (median)
113,['mayhem brawler'],"['Hero Concept', 'Hero Concept']","['Action', 'Indie']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","Aug 19, 2021",$19.99,"20,000 .. 50,000","3,591",01:50 (average) 01:50 (median)
114,['the big con'],"['Mighty Yell', 'Skybound Games']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","Aug 31, 2021",$14.99,"0 .. 20,000","2,124",
115,['olija'],"['Thomas Olsson', 'Devolver Digital']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","Jan 28, 2021",$14.99,"50,000 .. 100,000","5,187",
116,['genesis noir'],"['Feral Cat Den', 'Fellow Traveller']","['Fr', 'Adventure']"," Single-player, Steam Achievements, Family Sharing","Mar 26, 2021",$14.99,"200,000 .. 500,000","10,880",03:18 (average) 03:18 (median)
117,['sherlock holmes chapter one'],"['Frogwares', 'Frogwares']","['Action', 'Adventure']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Nov 15, 2021",$44.99,"200,000 .. 500,000","33,436",15:41 (average) 29:38 (median)
118,['back 4 blood'],"['Turtle Rock Studios', 'Warner Bros. Games']","['Fr', 'Action']"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, HDR available, Family Sharing","Oct 12, 2021",$59.99,"1,000,000 .. 2,000,000","238,199",22:37 (average) 10:30 (median)
119,['omno'],"['Future Friends Games', 'StudioInkyfox']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Jul 28, 2021",$5.69,"200,000 .. 500,000","11,770",05:14 (average) 05:14 (median)
120,['after the fall'],"['Vertigo Games', 'Vertigo Games']","['Action', 'Adventure']"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing","Dec 9, 2021",$14.99,"50,000 .. 100,000","27,302",17:17 (average) 25:55 (median)
121,['eldest souls'],"['United Label', 'CI Games']","['Indie', 'RPG']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Jul 29, 2021",$19.99,"100,000 .. 200,000","22,906",04:38 (average) 06:35 (median)
122,['chorus'],"['Deep Silver Fishlabs', 'Deep Silver']","['Action', 'Adventure']"," Single-player, Full controller support, Family Sharing","Dec 3, 2021",$6.24,"200,000 .. 500,000","31,217",24:48 (average) 24:48 (median)
123,['curious expedition 2'],"['Maschinen-Mensch', 'Thunderful Publishing']","['Strategy', 'in Early Access']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Jan 28, 2021 (previously",$6.99,"500,000 .. 1,000,000","20,148",36:46 (average) 42:39 (median)
124,['legend of keepers: career of a dungeon manager'],"['Goblinz Studio', 'Goblinz Publishing']","['Strategy', 'in Early Access']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","Apr 29, 2021 (previously",$19.99,"100,000 .. 200,000","37,795",07:22 (average) 04:57 (median)
125,['sable'],"['Shedworks', 'Raw Fury']","['Indie', 'RPG']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Sep 23, 2021",$24.99,"200,000 .. 500,000","46,770",12:16 (average) 01:57 (median)
126,['journey to the savage planet'],"['Typhoon', '505 Games']","['Action', 'Adventure']"," Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Family Sharing","Jan 28, 2021",$29.99,"500,000 .. 1,000,000","34,570",10:27 (average) 12:57 (median)
127,['twelve minutes'],"['Luis Antonio', 'Annapurna Interactive']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Aug 19, 2021",$24.99,"500,000 .. 1,000,000","46,803",04:09 (average) 06:01 (median)
128,['persona 5 strikers'],"['ATLUS', 'SEGA']","['Action', 'Adventure']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","Feb 22, 2021",$59.99,"500,000 .. 1,000,000","72,087",12:25 (average) 12:06 (median)
129,['jurassic world evolution 2'],"['Frontier Developments', 'Frontier Developments']","['Simulation', 'Strategy']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, HDR available, Family Sharing","Nov 9, 2021",$59.99,"500,000 .. 1,000,000","108,368",19:04 (average) 12:12 (median)
130,['bonkies'],"['Studio Gauntlet', 'Crunching Koalas']","['Casual', 'Indie']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","Sep 10, 2018",$14.99,"100,000 .. 200,000",335,
131,['wraith: the oblivion - afterlife'],"['Fast Travel Games', 'Fast Travel Games']","['Fr', 'Adventure']"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing","May 25, 2021",$19.99,"0 .. 20,000","2,008",
132,['room to grow'],"['Mischka Kamener', 'Mischka Kamener']","['Indie', 'Strategy']"," Single-player, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","Feb 25, 2021",$9.99,"0 .. 20,000",361,
133,['bloodroots'],"['Paper Cult', 'Paper Cult']","['Action', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Mar 12, 2021",$19.99,"0 .. 20,000","4,029",06:11 (average) 06:11 (median)
134,['tinytopia'],"['MeNic Games', 'Mastiff']","['Simulation', 'Strategy']"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Aug 30, 2021",$9.99,"20,000 .. 50,000","3,785",01:04 (average) 01:04 (median)
135,['arcadia fallen'],"['Galdra Studios', 'Galdra Studios']","['RPG', 'Simulation']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","Nov 17, 2021",$11.24,"0 .. 20,000","2,365",07:57 (average) 07:57 (median)
136,['the wild at heart'],"['Moonlight Kids', 'Humble Games']","['Indie', 'Strategy']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","May 19, 2021",$24.99,"20,000 .. 50,000","6,972",
137,['story of seasons: pioneers of olive town'],"['Marvelous USA, Inc.', 'Marvelous']","['RPG', 'Simulation']"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","Sep 15, 2021",$39.99,"50,000 .. 100,000","12,202",01:40 (average) 01:40 (median)
138,['vesper: zero light edition'],"['Cordens Interactive', 'Cordens Interactive']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jul 30, 2021",$9.99,"0 .. 20,000","1,136",
139,['not another weekend'],"['Dead Blue Friends', 'Dionous Games']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","May 20, 2021",$9.99,"20,000 .. 50,000",358,
140,['grotto'],"['Brainwash Gang', 'Digerati']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Oct 26, 2021",$12.99,"0 .. 20,000","1,461",
141,['ambition: a minuet in power'],"['Joy Manufacturing Co.', 'Iceberg Interactive']","['RPG', 'Simulation']"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Aug 18, 2021",$20.99,"0 .. 20,000","2,862",
142,['field of glory ii: medieval'],"['Byzantine Games', 'Slitherine Ltd.']","['Simulation', 'Strategy']"," Single-player, Multi-player, PvP, Online PvP, Steam Cloud, Remote Play Together, Family Sharing","Feb 4, 2021",$29.99,"20,000 .. 50,000","6,052",
143,['arboria'],"['Dreamplant', 'All in! Games']","['RPG', 'in Early Access']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Sep 9, 2021 (previously",$19.99,"0 .. 20,000","8,339",
144,['blade of darkness'],"['General Arcade', 'SNEG']","['Action', 'RPG']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Oct 7, 2021",$14.99,"50,000 .. 100,000","6,987",
145,['in sound mind'],"['We Create Stuff', 'Maximum Entertainment']","['Action', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Sep 28, 2021",$34.99,"200,000 .. 500,000","11,843",09:26 (average) 12:18 (median)
146,['tormented souls'],"['Abstract Digital', 'PQube']","['Action', 'Adventure']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Aug 26, 2021",$19.99,"200,000 .. 500,000","19,697",04:30 (average) 03:54 (median)
147,['black book'],"['Morteshka', 'HypeTrain Digital']","['RPG', 'Strategy']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Aug 10, 2021",$9.99,"200,000 .. 500,000","35,907",16:11 (average) 24:01 (median)
148,['chernobylite enhanced edition'],"['The Farm 51', 'The Farm 51']","['Simulation', 'in Early Access']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","Jul 28, 2021 (previously",$11.99,"500,000 .. 1,000,000","98,803",17:42 (average) 11:34 (median)
149,['zombie army 4: dead war'],"['Rebellion', 'Rebellion']","['Fr', 'Action']"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","Feb 18, 2021",$49.99,"500,000 .. 1,000,000","41,861",08:46 (average) 09:35 (median)
150,['cris tales'],"['SYCK', 'Maximum Entertainment']","['Adventure', 'RPG']"," Single-player, Partial Controller Support, Family Sharing","Jul 20, 2021",$39.99,"20,000 .. 50,000","15,975",00:02 (average) 00:02 (median)
151,['lamentum'],"['Obscure Tales', 'Neon Doctrine']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Aug 27, 2021",$15.99,"0 .. 20,000","6,783",01:30 (average) 01:30 (median)
152,['insurmountable'],"[""ByteRockers' Games"", 'Daedalic Entertainment']","['Simulation', 'Strategy']"," Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","Apr 29, 2021",$4.99,"50,000 .. 100,000","9,721",01:17 (average) 01:17 (median)
153,['hundred days - winemaking simulator'],"['Broken Arms Games', 'Broken Arms Games']","['Simulation', 'Strategy']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing","May 13, 2021",$8.49,"100,000 .. 200,000","12,633",13:56 (average) 13:56 (median)
154,['narita boy'],"['Studio Koba', 'Team17']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","Mar 30, 2021",$4.99,"50,000 .. 100,000","9,091",02:53 (average) 02:53 (median)
155,"[""a juggler's tale""]","['kaleidoscube', 'Assemble Entertainment']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Sep 29, 2021",$17.99,"100,000 .. 200,000","4,383",
156,['a rogue escape'],"['Spare Parts Oasis', 'Armor Games Studios']","['Fr', 'Simulation']"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing","Jun 10, 2021",$19.99,"0 .. 20,000",578,
157,['smelter'],"['Gamera Games', 'Intragames']","['Simulation', 'Strategy']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Apr 22, 2021",$19.99,"50,000 .. 100,000","3,462",
